user_id,performance_arts_name,Rating,context,item_norm,keywords_list
บุคคล1,ฟ้อนดวงเดือน,5,งานพระราชทานเพลิงศพ,ฟ้อนดวงเดือน,"['การเกี้ยวพาราสี', 'ชายหนุ่ม', 'พระนิพนธ์', 'หญิงสาว', 'เพลงอัตราจังหวะสองชั้น']"
บุคคล1,ฟ้อนเทียน,4,งานเปิดบริษัท,ฟ้อนเทียน,"['กลางคืน', 'จุดไฟ', 'ภาคเหนือ', 'หญิงสาว']"
บุคคล1,ฟ้อนมาลัย,4,การเผยแพร่วัฒนธรรมในประเทศ,ฟ้อนมาลัย,"['กรมศิลปากร', 'ข้าหลวง', 'นางพญาคำปิน', 'ผู้หญิง', 'พญาผานอง', 'พระชายา', 'พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ราชสำนัก', 'ละครพันทาง', 'อาจารย์', 'เจ้าดารารัศมี', 'เชียงใหม่', 'เพลงฟ้อนดวงดอกไม้', 'เพลงสำเนียงลาว', 'โรงละครแห่งชาติ']"
บุคคล1,ระบำตารีบุหงา,4,งานวันเกิด,ระบำตารีบุหงา,"['กระบวนท่ารำ', 'ของที่ระลึก', 'งานแต่งงาน', 'ชาวไทย', 'ช่อดอกไม้', 'ตารี', 'ตารีบุหงา', 'ผู้แสดง', 'พื้นบ้านภาคใต้', 'ภาคใต้', 'มลายู', 'มุสลิม', 'รำลึก']"
บุคคล1,รำซัดชาตรี,4,การเผยแพร่วัฒนธรรมในประเทศ,รำซัดชาตรี,"['ผู้แสดง', 'รำคู่', 'ละครชาตรี', 'เบิกโรง', 'ไหว้ครู']"
บุคคล1,ล่องใต้,4,การเผยแพร่วัฒนธรรมในประเทศ,ล่องใต้,"['การประกอบอาชีพ', 'ดินแดน', 'ภาคใต้']"
บุคคล1,วิรัชสราญรมย์,5,งานเปิดบริษัท,วิรัชสราญรมย์,"['ตะวันตก', 'ท่าทาง', 'เพลงสากล', 'เพลงไทย']"
บุคคล1,หนุมานจับนางสุพรรณมัจฉา,4,วันลอยกระทง,หนุมานจับนางสุพรรณมัจฉา,"['กระบวนท่ารำ', 'กรุงลงกา', 'กองทัพ', 'การเกี้ยวพาราสี', 'การเดินทาง', 'ก้อนหิน', 'จับนาง', 'นางสีดา', 'บริวาร', 'ผู้หญิง', 'พระราม', 'มหาสมุทร', 'มูลเหตุ', 'วานร', 'สัตว์น้ำ', 'สุพรรณมัจฉา', 'หนุมาน']"
บุคคล1,ออเจ้าชาวกรุงศรี,4,งานเปิดบริษัท,ออเจ้าชาวกรุงศรี,"['การนุ่งห่ม', 'กุลสตรี', 'เครื่องประดับ']"
บุคคล1,ตะกล้อล้อท่า,2,วันสงกรานต์,ตะกล้อล้อท่า,"['กระบวนท่ารำ', 'การรบ', 'ความคล่องแคล่ว', 'ความว่องไว', 'ชาวบ้าน', 'ตะกร้อ', 'ตีลังกา', 'ต่อสู้', 'ท่าทาง', 'นานาชาติ', 'ฟาดฟัน', 'ศีรษะ', 'แม่ท่า']"
บุคคล1,รองเง็ง,1,งานฌาปนกิจศพ,รองเง็ง,"['ค้าขาย', 'งานรื่นเริง', 'ชายแดน', 'ชาวไทย', 'ตะวันตก', 'ผู้แสดง', 'ภาคใต้', 'มลายู', 'โปรตุเกส']"
บุคคล1,ฟ้อนลีลาวดี,2,วันขึ้นปีใหม่,ฟ้อนลีลาวดี,"['ต้นลีลาวดี', 'ต้นไม้', 'พระอุโบสถ', 'ร่มเย็น', 'วังหน้า', 'สุทธาวาส']"
บุคคล1,ฟ้อนดวงเดือน,1,งานฌาปนกิจศพ,ฟ้อนดวงเดือน,"['การเกี้ยวพาราสี', 'ชายหนุ่ม', 'พระนิพนธ์', 'หญิงสาว', 'เพลงอัตราจังหวะสองชั้น']"
บุคคล1,ชาติพันธุ์สราญ,1,วันตรุษจีน,ชาติพันธุ์สราญ,"['การหลอมรวม', 'งานรื่นเริง', 'ชาติพันธุ์', 'นครปฐม', 'ร่มพระบารมี', 'ลาวครั่ง', 'ลาวเวียง', 'อันหนึ่งอันเดียว', 'ไทยจีน', 'ไทยทรงดำ', 'ไทยรามัญ']"
บุคคล10,กลองสะบัดชัย,5,งานไหว้ครู,กลองสะบัดชัย,"['กลองสะบัดชัย', 'การตีกลอง', 'การรบ', 'การศึก', 'ขบวนแห่', 'ข้าศึก', 'ความคล่องแคล่ว', 'ความว่องไว', 'ท่าทาง', 'พิธีทางศาสนา', 'ภาคเหนือ', 'ล้านนา', 'สงคราม', 'สีน้ำเงิน', 'ออกรบ', 'โลดโผน']"
บุคคล10,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,5,งานสวดอภิธรรม,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,"['กรุงลงกา', 'กองทัพ', 'การยุติ', 'การศึก', 'ทศกัณฐ์', 'ทำนาย', 'นางสีดา', 'พระราม', 'พลับพลา', 'พิเภก', 'สงคราม', 'สะเดาะเคราะห์', 'สีน้ำเงิน', 'เบญกาย', 'แหล่งน้ำ']"
บุคคล10,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,5,งานต้อนรับอาคันตุกะ,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"['กวางทอง', 'กากนาสูร', 'ทศกัณฐ์', 'นางสีดา', 'พระยา', 'พระราม', 'มารีศ', 'อุบาย', 'แปลงกาย']"
บุคคล10,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,5,การเผยแพร่วัฒนธรรมในประเทศ,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"['กวางทอง', 'กากนาสูร', 'ทศกัณฐ์', 'นางสีดา', 'พระยา', 'พระราม', 'มารีศ', 'อุบาย', 'แปลงกาย']"
บุคคล10,จตุรภาคี,4,งานขึ้นบ้านใหม่,จตุรภาคี,"['ตารี', 'ตารีกีปัส', 'ภาคกลาง', 'ภาคตะวันออกเฉียงเหนือ', 'ภาคเหนือ', 'ภาคใต้', 'สี่ภาค', 'เถิดเทิง']"
บุคคล10,เซิ้งกระติบข้าว,4,การเผยแพร่วัฒนธรรมในประเทศ,เซิ้งกระติบข้าว,"['กระบวนท่ารำ', 'การดีด', 'การปั้น', 'ข้าวเหนียว', 'ชาวภูไท', 'ที่รัก', 'ท่าทาง', 'หญิงสาว']"
บุคคล10,กราววีรชัยลิง,2,การเผยแพร่วัฒนธรรมในประเทศ,กราววีรชัยลิง,"['กราววีรชัยลิง', 'กองทัพ', 'กิริยาอาการ', 'ความคล่องแคล่ว', 'ความว่องไว', 'ซุกซน', 'ต่อสู้', 'ท่าทาง', 'พระราม', 'วานร', 'สิบแปดมงกุฎ']"
บุคคล10,รำเบิกโรงดอกไม้เงินทอง,2,งานประชุมสงฆ์,รำเบิกโรงดอกไม้เงินทอง,"['ดอกไม้เงิน', 'ผู้แสดง', 'พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ละครใน', 'สวัสดิมงคล', 'เบิกโรง', 'แต่งกายยืนเครื่องพระ']"
บุคคล10,เซิ้งไทภูเขา,1,การเผยแพร่วัฒนธรรมต่างประเทศ,เซิ้งไทภูเขา,"['การเดินทาง', 'ขอขมา', 'ชาวภูไท', 'ชาวไทย', 'ผีภู', 'ภูเขา', 'ย่านาง', 'วัตถุดิบ', 'หน่อไม้', 'เจ้าที่เจ้าทาง', 'เทือกเขาภูพาน', 'ไทภูเขา']"
บุคคล11,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,5,งานพระราชทานเพลิงศพ,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,"['กรุงลงกา', 'กะลา', 'การศึก', 'ขับไล่', 'จุดไฟ', 'ตะวันตก', 'ทศกัณฐ์', 'ทำนาย', 'ทิศตะวันตก', 'ทิศตะวันออก', 'นางสีดา', 'น้ำมันยาง', 'ปราชัย', 'พระญาติ', 'พระราม', 'พระลาน', 'พิเภก', 'รับใช้', 'ร้อนแรง', 'สมบัติ', 'สะเดาะเคราะห์', 'สำมนักขา', 'ให้ร้าย', 'ไฟไหม้', 'ไส้กะลา']"
บุคคล11,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,5,การเผยแพร่วัฒนธรรมในประเทศ,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"['กวางทอง', 'กากนาสูร', 'ทศกัณฐ์', 'นางสีดา', 'พระยา', 'พระราม', 'มารีศ', 'อุบาย', 'แปลงกาย']"
บุคคล11,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,5,งานพระราชทานเพลิงศพ,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"['กวางทอง', 'กากนาสูร', 'ทศกัณฐ์', 'นางสีดา', 'พระยา', 'พระราม', 'มารีศ', 'อุบาย', 'แปลงกาย']"
บุคคล11,เซิ้งไทภูเขา,4,การเผยแพร่วัฒนธรรมต่างประเทศ,เซิ้งไทภูเขา,"['การเดินทาง', 'ขอขมา', 'ชาวภูไท', 'ชาวไทย', 'ผีภู', 'ภูเขา', 'ย่านาง', 'วัตถุดิบ', 'หน่อไม้', 'เจ้าที่เจ้าทาง', 'เทือกเขาภูพาน', 'ไทภูเขา']"
บุคคล11,ตะกล้อล้อท่า,4,วันสงกรานต์,ตะกล้อล้อท่า,"['กระบวนท่ารำ', 'การรบ', 'ความคล่องแคล่ว', 'ความว่องไว', 'ชาวบ้าน', 'ตะกร้อ', 'ตีลังกา', 'ต่อสู้', 'ท่าทาง', 'นานาชาติ', 'ฟาดฟัน', 'ศีรษะ', 'แม่ท่า']"
บุคคล11,ฟ้อนผาง,4,วันตรุษจีน,ฟ้อนผาง,"['จุดไฟ', 'ผางประทีป', 'ผู้แสดง', 'ภาคเหนือ', 'ภาชนะดินเผา', 'ล้านนา']"
บุคคล11,ฟ้อนมาลัย,5,วันเข้าพรรษา,ฟ้อนมาลัย,"['กรมศิลปากร', 'ข้าหลวง', 'นางพญาคำปิน', 'ผู้หญิง', 'พญาผานอง', 'พระชายา', 'พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ราชสำนัก', 'ละครพันทาง', 'อาจารย์', 'เจ้าดารารัศมี', 'เชียงใหม่', 'เพลงฟ้อนดวงดอกไม้', 'เพลงสำเนียงลาว', 'โรงละครแห่งชาติ']"
บุคคล11,ระบำศรีชยสิงห์,4,งานพระราชทานเพลิงศพ,ระบำศรีชยสิงห์,"['กาญจนบุรี', 'จารึก', 'ดินแดน', 'นางอัปสราบายน', 'ปราสาทพระขรรค์', 'ปราสาทเมืองสิงห์', 'พระเจ้าชัยวรมัน', 'ภาพจำหลัก', 'แควน้อย', 'แหล่งน้ำ']"
บุคคล11,ระบำสุโขทัย,4,งานต้อนรับอาคันตุกะ,ระบำสุโขทัย,"['การปั้น', 'ปางลีลา', 'ปูนปั้น', 'พระพุทธรูป', 'พุทธศตวรรษ', 'สมัยสุโขทัย', 'หล่อสำริด']"
บุคคล11,เซิ้งตังหวาย,1,วันขึ้นปีใหม่,เซิ้งตังหวาย,"['การขับร้อง', 'ลำตังหวาย', 'แม่น้ำโขง']"
บุคคล11,รำพลายชุมพล,1,การเผยแพร่วัฒนธรรมในประเทศ,รำพลายชุมพล,"['การรบ', 'การศึก', 'ขุนช้าง', 'ขุนแผน', 'พระไวย', 'พลายชุมพล', 'รำเดี่ยว', 'ละครเสภา', 'ออกรบ', 'เพลงมอญดูดาว', 'แก้แค้น', 'แตกทัพ']"
บุคคล11,รำมโนห์ราบูชายัญ,2,งานฌาปนกิจศพ,รำมโนห์ราบูชายัญ,"['กองไฟ', 'บินหนี', 'บูชายัญ', 'ผู้หญิง', 'เขาไกรลาส']"
บุคคล11,กราววีรชัยลิง,2,การเผยแพร่วัฒนธรรมในประเทศ,กราววีรชัยลิง,"['กราววีรชัยลิง', 'กองทัพ', 'กิริยาอาการ', 'ความคล่องแคล่ว', 'ความว่องไว', 'ซุกซน', 'ต่อสู้', 'ท่าทาง', 'พระราม', 'วานร', 'สิบแปดมงกุฎ']"
บุคคล11,นาฏ ณ วัง,1,งานเทศมหาชาติ,นาฏ ณ วัง,"['ความภาคภูมิใจ', 'นาฏกรรม', 'พระราชวังบวรสถานมงคล', 'วังหน้า', 'หนังใหญ่']"
บุคคล11,ระบำเก็บใบชา,2,วันลอยกระทง,ระบำเก็บใบชา,"['การเก็บใบชา', 'การเดินทาง', 'งานรื่นเริง', 'ชาวพื้นเมือง', 'ชาวเขา', 'ผึ่งแดด', 'ผู้แสดง', 'ภาคเหนือ', 'ใบชา', 'ไหล่เขา']"
บุคคล11,รำวงมาตรฐาน,2,งานทำบุญ,รำวงมาตรฐาน,"['กระบวนท่ารำ', 'การรบ', 'ชาวไทย', 'ภาคกลาง', 'เพลงคืนเดือนหงาย', 'เพลงงามแสงเดือน', 'เพลงชาวไทย', 'เพลงดวงจันทร์ขวัญฟ้า', 'เพลงดวงจันทร์วันเพ็ญ', 'เพลงดอกไม้ของชาติ', 'เพลงบูชานักรบ', 'เพลงยอดชายใจหาญ', 'เพลงรำซิมารำ', 'เพลงหญิงไทยใจงาม']"
บุคคล11,เซิ้งตังหวาย,2,การเผยแพร่วัฒนธรรมในประเทศ,เซิ้งตังหวาย,"['การขับร้อง', 'ลำตังหวาย', 'แม่น้ำโขง']"
บุคคล11,ออเจ้าชาวกรุงศรี,1,งานขึ้นบ้านใหม่,ออเจ้าชาวกรุงศรี,"['การนุ่งห่ม', 'กุลสตรี', 'เครื่องประดับ']"
บุคคล11,ฟ้อนรัก,1,การเผยแพร่วัฒนธรรมในประเทศ,ฟ้อนรัก,"['ท้าวพิชัยพิษณุกร', 'นางรื่น', 'นางโรย', 'นายขวัญ', 'นายแก้ว', 'พระนิพนธ์', 'พระพี่เลี้ยง', 'พระลอ', 'พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์', 'พระเพื่อน', 'พระแพง', 'ละครพันทาง', 'ลิลิตพระลอ', 'แมนสรวง']"
บุคคล11,นักษัตร,1,งานสวดมนต์ข้ามปี,นักษัตร,"['กระบวนท่ารำ', 'นักษัตร', 'ปกป้อง']"
บุคคล11,นักษัตร,5,งานเทศมหาชาติ,นักษัตร,"['กระบวนท่ารำ', 'นักษัตร', 'ปกป้อง']"
บุคคล11,นักษัตร,5,งานเปิดบริษัท,นักษัตร,"['กระบวนท่ารำ', 'นักษัตร', 'ปกป้อง']"
บุคคล11,รับขวัญข้าว,3,งานแต่งงาน,รับขวัญข้าว,"['การทำขวัญ', 'จารีตประเพณี', 'ธัญญาหาร', 'ผู้มีพระคุณ', 'พืชพรรณ', 'รุ่นหลัง', 'หล่อเลี้ยง']"
บุคคล11,นักษัตร,5,งานเปิดบริษัท,นักษัตร,"['กระบวนท่ารำ', 'นักษัตร', 'ปกป้อง']"
บุคคล11,รับขวัญข้าว,3,งานสวดมนต์ข้ามปี,รับขวัญข้าว,"['การทำขวัญ', 'จารีตประเพณี', 'ธัญญาหาร', 'ผู้มีพระคุณ', 'พืชพรรณ', 'รุ่นหลัง', 'หล่อเลี้ยง']"
บุคคล11,ระบำนพรัตน์,3,งานต้อนรับอาคันตุกะ,ระบำนพรัตน์,"['ทับทิม', 'บุษราคัม', 'ผู้แสดง', 'มรกต', 'อัญมณี', 'เพทาย', 'โกเมน', 'ไพฑูรย์']"
บุคคล12,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,5,งานฌาปนกิจศพ,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,"['กรุงลงกา', 'กะลา', 'การศึก', 'ขับไล่', 'จุดไฟ', 'ตะวันตก', 'ทศกัณฐ์', 'ทำนาย', 'ทิศตะวันตก', 'ทิศตะวันออก', 'นางสีดา', 'น้ำมันยาง', 'ปราชัย', 'พระญาติ', 'พระราม', 'พระลาน', 'พิเภก', 'รับใช้', 'ร้อนแรง', 'สมบัติ', 'สะเดาะเคราะห์', 'สำมนักขา', 'ให้ร้าย', 'ไฟไหม้', 'ไส้กะลา']"
บุคคล12,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,5,งานฌาปนกิจศพ,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"['กวางทอง', 'กากนาสูร', 'ทศกัณฐ์', 'นางสีดา', 'พระยา', 'พระราม', 'มารีศ', 'อุบาย', 'แปลงกาย']"
บุคคล12,เซิ้งไทภูเขา,5,การเผยแพร่วัฒนธรรมในประเทศ,เซิ้งไทภูเขา,"['การเดินทาง', 'ขอขมา', 'ชาวภูไท', 'ชาวไทย', 'ผีภู', 'ภูเขา', 'ย่านาง', 'วัตถุดิบ', 'หน่อไม้', 'เจ้าที่เจ้าทาง', 'เทือกเขาภูพาน', 'ไทภูเขา']"
บุคคล12,ฟ้อนเจิง,4,การเผยแพร่วัฒนธรรมในประเทศ,ฟ้อนเจิง,"['ต่อสู้', 'ภาคเหนือ', 'ล้านนา']"
บุคคล12,ฟ้อนภูไท,5,การเผยแพร่วัฒนธรรมต่างประเทศ,ฟ้อนภูไท,"['กาฬสินธุ์', 'ชาวภูไท', 'ดินแดน', 'นครพนม', 'มุกดาหาร', 'สกลนคร', 'สัตว์น้ำ', 'สายสืบ', 'สีแดง', 'เทือกเขาภูพาน', 'แม่น้ำโขง']"
บุคคล12,ฟ้อนมาลัย,5,วันออกพรรษา,ฟ้อนมาลัย,"['กรมศิลปากร', 'ข้าหลวง', 'นางพญาคำปิน', 'ผู้หญิง', 'พญาผานอง', 'พระชายา', 'พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ราชสำนัก', 'ละครพันทาง', 'อาจารย์', 'เจ้าดารารัศมี', 'เชียงใหม่', 'เพลงฟ้อนดวงดอกไม้', 'เพลงสำเนียงลาว', 'โรงละครแห่งชาติ']"
บุคคล12,ระบำสุโขทัย,4,งานแต่งงาน,ระบำสุโขทัย,"['การปั้น', 'ปางลีลา', 'ปูนปั้น', 'พระพุทธรูป', 'พุทธศตวรรษ', 'สมัยสุโขทัย', 'หล่อสำริด']"
บุคคล12,รำซัดชาตรี,4,วันลอยกระทง,รำซัดชาตรี,"['ผู้แสดง', 'รำคู่', 'ละครชาตรี', 'เบิกโรง', 'ไหว้ครู']"
บุคคล12,จตุรภาคี,2,งานทำบุญ,จตุรภาคี,"['ตารี', 'ตารีกีปัส', 'ภาคกลาง', 'ภาคตะวันออกเฉียงเหนือ', 'ภาคเหนือ', 'ภาคใต้', 'สี่ภาค', 'เถิดเทิง']"
บุคคล12,กราววีรชัยลิง,1,งานต้อนรับอาคันตุกะ,กราววีรชัยลิง,"['กราววีรชัยลิง', 'กองทัพ', 'กิริยาอาการ', 'ความคล่องแคล่ว', 'ความว่องไว', 'ซุกซน', 'ต่อสู้', 'ท่าทาง', 'พระราม', 'วานร', 'สิบแปดมงกุฎ']"
บุคคล12,ระบำทวารวดี,4,การเผยแพร่วัฒนธรรมในประเทศ,ระบำทวารวดี,"['จิตรกรรม', 'ดินแดน', 'พุทธศตวรรษ', 'สมัยทวารวดี', 'เชื้อชาติ', 'โบราณวัตถุ']"
บุคคล13,กรุงเทพ,4,การเผยแพร่วัฒนธรรมต่างประเทศ,กรุงเทพ,"['กระบวนท่ารำ', 'กรุงเทพมหานคร', 'การรบ', 'กินเนสส์บุ๊ค', 'นางฟ้า', 'วาดภาพ', 'หนังใหญ่', 'เทวดา']"
บุคคล13,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,5,การเผยแพร่วัฒนธรรมในประเทศ,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,"['กรุงลงกา', 'กะลา', 'การศึก', 'ขับไล่', 'จุดไฟ', 'ตะวันตก', 'ทศกัณฐ์', 'ทำนาย', 'ทิศตะวันตก', 'ทิศตะวันออก', 'นางสีดา', 'น้ำมันยาง', 'ปราชัย', 'พระญาติ', 'พระราม', 'พระลาน', 'พิเภก', 'รับใช้', 'ร้อนแรง', 'สมบัติ', 'สะเดาะเคราะห์', 'สำมนักขา', 'ให้ร้าย', 'ไฟไหม้', 'ไส้กะลา']"
บุคคล13,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,5,การเผยแพร่วัฒนธรรมในประเทศ,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,"['กวางทอง', 'กากนาสูร', 'ทศกัณฐ์', 'นางสีดา', 'พระยา', 'พระราม', 'มารีศ', 'อุบาย', 'แปลงกาย']"
บุคคล13,เซิ้งไทภูเขา,5,การเผยแพร่วัฒนธรรมต่างประเทศ,เซิ้งไทภูเขา,"['การเดินทาง', 'ขอขมา', 'ชาวภูไท', 'ชาวไทย', 'ผีภู', 'ภูเขา', 'ย่านาง', 'วัตถุดิบ', 'หน่อไม้', 'เจ้าที่เจ้าทาง', 'เทือกเขาภูพาน', 'ไทภูเขา']"
บุคคล13,เซิ้งสวิง,4,การเผยแพร่วัฒนธรรมต่างประเทศ,เซิ้งสวิง,"['กระบวนท่ารำ', 'การจับปลา', 'การประกอบอาชีพ', 'ท่าทาง', 'ผู้แสดง', 'ภาคตะวันออกเฉียงเหนือ', 'สัตว์น้ำ', 'หยอกล้อ']"
บุคคล13,ฟ้อนขันดอก,5,การเผยแพร่วัฒนธรรมต่างประเทศ,ฟ้อนขันดอก,"['กระบวนท่ารำ', 'ขันดอก', 'ภาคเหนือ', 'ล้านนา']"
บุคคล13,ฟ้อนมาลัย,5,งานสวดมนต์ข้ามปี,ฟ้อนมาลัย,"['กรมศิลปากร', 'ข้าหลวง', 'นางพญาคำปิน', 'ผู้หญิง', 'พญาผานอง', 'พระชายา', 'พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'ราชสำนัก', 'ละครพันทาง', 'อาจารย์', 'เจ้าดารารัศมี', 'เชียงใหม่', 'เพลงฟ้อนดวงดอกไม้', 'เพลงสำเนียงลาว', 'โรงละครแห่งชาติ']"
บุคคล13,ระบำสุโขทัย,4,งานทำบุญ,ระบำสุโขทัย,"['การปั้น', 'ปางลีลา', 'ปูนปั้น', 'พระพุทธรูป', 'พุทธศตวรรษ', 'สมัยสุโขทัย', 'หล่อสำริด']"
บุคคล13,หนุมานจับนางสุพรรณมัจฉา,2,งานเทศมหาชาติ,หนุมานจับนางสุพรรณมัจฉา,"['กระบวนท่ารำ', 'กรุงลงกา', 'กองทัพ', 'การเกี้ยวพาราสี', 'การเดินทาง', 'ก้อนหิน', 'จับนาง', 'นางสีดา', 'บริวาร', 'ผู้หญิง', 'พระราม', 'มหาสมุทร', 'มูลเหตุ', 'วานร', 'สัตว์น้ำ', 'สุพรรณมัจฉา', 'หนุมาน']"
บุคคล13,ฟ้อนหมากกั๊บแก๊บลำเพลิน,2,วันขึ้นปีใหม่,ฟ้อนหมากกั๊บแก๊บลำเพลิน,"['การขับร้อง', 'การรบ', 'ดนตรีพื้นบ้าน', 'ฟันปลา', 'ภาคอีสาน', 'ลำเพลิน', 'สัตว์น้ำ', 'หมากกั๊บแก๊บ', 'หยอกล้อ', 'อีสาน', 'เครื่องดนตรี', 'ไม้ยาว', 'ไม้สั้น']"
บุคคล13,ตะกล้อล้อท่า,1,งานฌาปนกิจศพ,ตะกล้อล้อท่า,"['กระบวนท่ารำ', 'การรบ', 'ความคล่องแคล่ว', 'ความว่องไว', 'ชาวบ้าน', 'ตะกร้อ', 'ตีลังกา', 'ต่อสู้', 'ท่าทาง', 'นานาชาติ', 'ฟาดฟัน', 'ศีรษะ', 'แม่ท่า']"
บุคคล13,ระบำกฤดาภินิหาร,1,งานแต่งงาน,ระบำกฤดาภินิหาร,"['กรมศิลปากร', 'การรบ', 'นางฟ้า', 'ศุภลักษณ์', 'เกียรติศักดิ์ไทย', 'เทวดา']"
