word,cluster_label,stopword_type,reason
สีทอง,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
มรดกภูมิปัญญาทางวัฒนธรรม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ตัวตน,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
หลักฐาน,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
นครพนม,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
รู้คุณค่า,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
อุบาย,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
นิมิต,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
อินทราภิเษก,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
จับนาง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ขุนช้าง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ศรนาคบาศ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ตารีบุหงา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ปรศุราม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พิธีกรรม,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำซ้อน
นักษัตร,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
ความว่องไว,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
สี่ภาค,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
ภูเขา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
บริเวณ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
เพลงรำซิมารำ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
เชื้อชาติ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
ฝั่งน้ำ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
หญิงสาว,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
โบราณวัตถุ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
นางเอก,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
มโนราห์,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
สร้างสรรค์,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความคิดเห็น
แกล้งทำ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงพฤติกรรม
ศิลปะป้องกันตัว,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมน
หลักปฏิบัติ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
ชุมนุม,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
วิรุณจำบัง,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
สุรินทร์,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
อิริยาบถ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
มือเปล่า,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
บุคคล,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป
ความไพเราะ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก
ความเคารพ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก
โลดโผน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงพฤติกรรม
เข้าเฝ้า,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมน
วาดภาพ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมน
รูปแบบ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ระดับชาติ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
พระราชพิธี,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
การแสดง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ทางการ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ทางวัฒนธรรม,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ความประทับใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ศิลปหัตถกรรม,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
แห่งชาติ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เถิดเทิง,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ความบันเทิง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
สนุกสนาน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ดนตรีพื้นบ้าน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ที่มา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ศิลปวัฒนธรรม,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
มูลเหตุ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ความสำคัญ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความคิดเห็น/คุณค่า
เริงใจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ความมีน้ำใจ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความคิดเห็น/คุณค่า
เกียรติยศ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความคิดเห็น/คุณค่า
สาวงาม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
จังหวัด,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ฟ้อนรำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ระบำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เครื่องดนตรีตะวันตก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ขึ้นทะเบียน,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
นิสัย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
สังข์ทอง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ชีวิต,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
รูปร่าง,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ผู้หญิง,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ราชสำนัก,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
นนทก,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
มังกรกัณฐ์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงสำเนียงลาว,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ฮินดู,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
วิดน้ำ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
รับอาสา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
หล่อสำริด,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
แนวความคิด,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
รุ่นหลัง,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ยั่วเย้า,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
อสูร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระอุโบสถ,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
มีแบบแผน,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
วรรณคดี,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ของป่า,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
พราหมณ์,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เจ้าเมือง,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เพทาย,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
อาหาร,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ทิศตะวันตก,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
พระยา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
กรุงเทพมหานคร,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ไทยรามัญ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
พระพี่เลี้ยง,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ดวงแก้ว,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
อ่อนช้อย,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เข้าพบ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
มีวัฒนธรรม,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สุทธาวาส,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ปางลีลา,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เขาอังกาศ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
กระบวนท่า,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
จิตรกรรม,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
นครราชสีมา,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
แหลมมลายู,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สังสรรค์,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
บุหรงซีงอ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
แผ่นดิน,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ชาวพื้นเมือง,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ชายแดน,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
การบรรเลง,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เพลงสากล,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
อเนก,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เมืองหลวง,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สิริมงคล,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ภาษา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ศักดิ์สิทธิ์,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
การแสดงพื้นเมือง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ระบำโบราณคดี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
สำนึก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/ความคิดเห็น
การเดินทาง,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ผู้เชี่ยวชาญ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สวยงาม,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
สะล้อ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กลองสะบัดชัย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ชาวบ้าน,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
โบราณสถาน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระลาน,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ข้าศึก,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เจ้าดารารัศมี,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
พระราชวังบวรสถานมงคล,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สมมุติเทพ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เนื้อเรื่อง,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
พี่เลี้ยง,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
หางนกยูง,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ความเข้มแข็ง,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เสียงดนตรี,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
มนุษยชาติ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
กิริยา,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
แนวคิด,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
สายน้ำ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ความสัมพันธ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ต้นแบบ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
อุณรุท,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ประดุจ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
อัญมณี,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
กระทุ้ง,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ซุกซน,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ปารวตี,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
บุรุษ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ผ้าไหม,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ชั้นเชิง,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ภูมิปัญญา,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ลีลา,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
จัดแสดง,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ทำพิธี,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ละคร,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ความหลากหลาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เครื่องประดับ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
ร่มพระบารมี,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความเชื่อ
วัฒนธรรม,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ชาติพันธุ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
การแต่งกาย,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
การแปร,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
กระบวน,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
พระคุณ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความเชื่อ
ตัวละคร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
การร้อง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กิริยาอาการ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
การดำเนินชีวิต,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
เสนียดจัญไร,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ค้าขาย,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
ผู้แสดง,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
ชั้นใน,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
รับใช้,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
ความร่มเย็น,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ร่างกาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ประเทศ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ผู้ประดิษฐ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ผู้ชม,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ความงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
นาฏศิลป์พื้นบ้าน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
การประกอบอาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ประกอบอาชีพ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `การประกอบอาชีพ`
ขั้นตอน,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ประชากร,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
เครื่องดนตรี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ทำนองเพลง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ประทับ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ขนเพชร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
มวยไทย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ไตรรงค์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
