word,cluster_label,stopword_type,reason
วิรุณจำบัง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
มือเปล่า,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำเฉพาะโดเมน แต่ซ้ำซ้อนกับคำอื่นในบริบทเดียวกัน
เข้าเฝ้า,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
วาดภาพ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำเฉพาะโดเมน แต่ซ้ำซ้อนกับคำอื่นในบริบทเดียวกัน
รูปแบบ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ความบันเทิง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
การแสดง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พระราชพิธี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ชาวเขา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
จีนรำพัด,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ระดับชาติ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ตัวต่อตัว,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำ/ใกล้เคียง
ทางการ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ทางวัฒนธรรม,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ความประทับใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ศิลปหัตถกรรม,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ไทยจิตรลดา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
แต่งกายยืนเครื่องพระ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำ/ใกล้เคียง
สายสืบ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
อาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
แห่งชาติ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
เถิดเทิง,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ขับไล่,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
อิเหนา,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำ/ใกล้เคียง
ความบันเทิง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ของที่ระลึก,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
สัตว์น้ำ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ดนตรีพื้นบ้าน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงงามแสงเดือน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ผีภู,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำ/ใกล้เคียง
ที่มา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
ความมีน้ำใจ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
เกียรติยศ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เริงใจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
ศิลปวัฒนธรรม,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ขับลำ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อนกับ `การศึก`
การศึก,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อนกับ `ขับลำ`
ความสำคัญ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
วาจา,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความคิดเห็น/คุณค่า
ได้ยิน,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรม
มูลเหตุ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรม
อาภรณ์,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อนกับ `มารดา`
แผ่อิทธิพล,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เริงใจ,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อนกับ `เริงใจ`
สาวงาม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
มรกต,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรม
สำเภา,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อนกับ `สำเภา`
เจ้าที่เจ้าทาง,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ฟ้อนรำ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ระบำ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ยั่วเย้า,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
เครื่องดนตรีตะวันตก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบถี่มาก
ฟ้อนรำ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `ระบำ`
ชีวิต,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
รูปร่าง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ผู้หญิง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
มีแบบแผน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
แนวความคิด,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
ราชสำนัก,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงสำเนียงลาว,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
แนวความคิด,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `มีแบบแผน`
แนวความคิด,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
หล่อสำริด,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบถี่มาก
อสูร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนที่พบถี่มาก
จังหวัด,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
ของป่า,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่
นิสัย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด/ความคิดเห็น
พระอุโบสถ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
วรรณคดี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
พราหมณ์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
นิสัย,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายซ้ำกับ `มีแบบแผน`
อาหาร,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่เฉพาะเจาะจง
ทิศตะวันตก,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่เฉพาะเจาะจง
เมืองหลวง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่เฉพาะเจาะจง
อ่อนช้อย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เทพบุตร,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
พระยา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
พระพี่เลี้ยง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ดวงแก้ว,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
กรุงเทพมหานคร,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `เมืองหลวง`
ไทยรามัญ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `เทพบุตร`
มีวัฒนธรรม,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่เฉพาะเจาะจง
สุทธาวาส,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
มโนห์รา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ปางลีลา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
กระบวนท่า,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
จิตรกรรม,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
นครราชสีมา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
แหลมมลายู,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
สังสรรค์,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `สนุกสนาน`
แผ่นดิน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่เฉพาะเจาะจง
สังสรรค์,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่เฉพาะเจาะจง
บุหรงซีงอ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เข้าพบ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ชาวพื้นเมือง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
เพลงสากล,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่เฉพาะเจาะจง
สิริมงคล,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
การบรรเลง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
เมืองหลวง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
กราววีรชัยลิง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
เมืองหลวง,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายกับ `กรุงเทพมหานคร`
การแสดงพื้นเมือง,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
รูปทอง,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ศักดิ์สิทธิ์,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
เกียรติศักดิ์ไทย,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
ภาษา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
สวยงาม,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ซ้ำซ้อนกับคำเชิงประเมินค่าอื่น ๆ
สำนึก,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ลงกา,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
ก้อนหิน,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
มีอายุ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
ชั้นเดียว,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
การเดินทาง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
สวยงาม,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
สะล้อ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
กลองสะบัดชัย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
โรงละครแห่งชาติ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
เพลงดวงจันทร์ขวัญฟ้า,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
หอกโมกขศักดิ์,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ชาวบ้าน,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ไม่ชี้เฉพาะเจาะจง
มุสลิม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
โบราณสถาน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ทำให้จำแนกต่ำ
ข้าศึก,0,คำที่มีความหมายกว้าง (Umbrella Terms),-
เจ้าดารารัศมี,0,คำที่มีความหมายกว้าง (Umbrella Terms),-
สมมุติเทพ,0,คำที่มีความหมายกว้าง (Umbrella Terms),-
เนื้อเรื่อง,0,คำที่มีความหมายกว้าง (Umbrella Terms),-
พี่เลี้ยง,0,คำที่มีความหมายกว้าง (Umbrella Terms),-
พระลาน,0,คำที่มีความหมายกว้าง (Umbrella Terms),-
หางนกยูง,0,คำที่มีความหมายกว้าง (Umbrella Terms),-
ความเข้มแข็ง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),-
ละคร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),-
พระลาน,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),-
หางนกยูง,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),-
มนุษยชาติ,1,คำที่มีความหมายกว้าง (Umbrella Terms),-
กิริยา,1,คำที่มีความหมายกว้าง (Umbrella Terms),-
ความสัมพันธ์,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),-
เสียงดนตรี,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),-
แนวคิด,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),-
ต้นแบบ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),-
เสียงดนตรี,1,คำซ้ำซ้อน หรือ คำพ้องความความหมาย (Redundant or Synonym),-
แนวคิด,1,คำซ้ำซ้อน หรือ คำพ้องความความหมาย (Redundant or Synonym),-
ประดุจ,2,คำที่มีความหมายกว้าง (Umbrella Terms),-
บุรุษ,2,คำที่มีความหมายกว้าง (Umbrella Terms),-
ความเข้มแข็ง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),-
ความเข้มแข็ง,1,คำซ้ำซ้อน หรือ คำพ้องความความหมาย (Redundant or Synonym),-
ความสัมพันธ์,1,คำซ้ำซ้อน หรือ คำพ้องความความหมาย (Redundant or Synonym),-
ผ้าไหม,3,คำที่มีความหมายกว้าง (Umbrella Terms),-
ชั้นเชิง,3,คำที่มีความหมายกว้าง (Umbrella Terms),-
ภูมิปัญญา,3,คำที่มีความหมายกว้าง (Umbrella Terms),-
จัดแสดง,3,คำที่มีความหมายกว้าง (Umbrella Terms),-
ลีลา,3,คำที่มีความหมายกว้าง (Umbrella Terms),-
จัดแสดง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),-
จัดแสดง,3,คำซ้ำซ้อน หรือ คำพ้องความความหมาย (Redundant or Synonym),-
วัฒนธรรม,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในโดเมน
ความหลากหลาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในโดเมน
พระบรมราชชนนีพับปีหลวง,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
ร่มพระบารมี,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า
การแต่งกาย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
การแปร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
ตัวละคร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่พบบ่อย
นายแก้ว,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
แปลงตัว,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
พระตำหนัก,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
พระลอ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
พระนารายณ์,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำซ้ำซ้อน
