word,cluster_label,stopword_type,reason
การละเล่น,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนศิลปวัฒนธรรม
สร้างสรรค์,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงคุณค่า/การกระทำทั่วไป
หลักปฏิบัติ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่กว้าง
อิริยาบถ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้ในหลายบริบท
บุคคล,3,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้เป็นหมวดหมู่กว้าง
ความไพเราะ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงความรู้สึก/คุณค่า
ความเคารพ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงความเชื่อ/ทัศนคติ
โลดโผน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินลักษณะการแสดง
รูปแบบ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้เป็นหมวดหมู่กว้างเกินไป
การแสดง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานหลักของโดเมน ไม่ช่วยในการจำแนก
ทางการ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำขยายทั่วไปที่ใช้ได้ในหลายบริบท
ความประทับใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกและคุณค่าเชิงนามธรรม
ทางวัฒนธรรม,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำคุณศัพท์เฉพาะโดเมนที่พบบ่อยจนขาดอำนาจจำแนก
ความบันเทิง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรมกว้างๆ
สนุกสนาน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกหรือคุณค่าของการแสดง
อาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุสถานะบุคคลกว้างๆ
แห่งชาติ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำขยายที่พบบ่อยในชื่อหน่วยงานหรือการแสดงระดับทางการ
ที่มา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุจุดเริ่มต้น กว้างเกินไปสำหรับจำแนกเนื้อหาเฉพาะ
ศิลปวัฒนธรรม,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำหลักของโดเมนที่ครอบคลุมทุกอย่างจนไม่มีน้ำหนักในการจำแนก
มูลเหตุ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุสาเหตุ มีความหมายกว้างและเป็นโครงสร้างภาษา
ความสำคัญ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงคุณค่า ไม่ระบุอัตลักษณ์เฉพาะของศิลปะ
อาภรณ์,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำพ้องความหมายของ เครื่องแต่งกาย/เสื้อผ้า ในบริบททั่วไป
หลงใหล,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงความรู้สึก/อารมณ์ส่วนบุคคล
ความมีน้ำใจ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงคุณธรรม/ลักษณะนิสัย
เกียรติยศ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงคุณค่าทางสังคม
สาวงาม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/รูปลักษณ์
เริงใจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงอารมณ์ความรู้สึก
นิสัย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงลักษณะนิสัยทั่วไป
ระบำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนาฏศิลป์ที่พบบ่อยเกินไป
ฟ้อนรำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนาฏศิลป์ที่พบบ่อยเกินไป
ฟ้อนรำ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ซ้ำซ้อนเชิงความหมายกับคำว่า ระบำ หรือ การรำ ในบริบททั่วไป
รูปร่าง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้บรรยายลักษณะทางกายภาพ
ผู้หญิง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุเพศทั่วไป ไม่ชี้เฉพาะเจาะจง
ชีวิต,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมที่มีขอบเขตกว้างเกินไป
จังหวัด,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุหน่วยการปกครองทั่วไป
เจ้าเมือง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุตำแหน่งกว้างๆ ในบริบทประวัติศาสตร์
วรรณคดี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานที่เป็นที่มาของนาฏศิลป์ส่วนใหญ่
รุ่นหลัง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุช่วงเวลาที่กว้างและไม่เฉพาะเจาะจง
แนวความคิด,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงกระบวนการคิด
ยั่วเย้า,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงอาการหรืออารมณ์เชิงนามธรรม
ทิศตะวันตก,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุทิศทางทั่วไป มีความหมายกว้าง
อ่อนช้อย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าความรู้สึก/ลักษณะความงาม
เข้าพบ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไป ไม่ชี้เฉพาะเจาะจง
มีวัฒนธรรม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรม/การประเมินค่า
กระบวนท่า,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนาฏศิลป์ที่พบถี่มาก
เมืองหลวง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปที่ใช้เป็นหมวดหมู่สถานที่
อเนก,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำขยายแสดงปริมาณที่มีความหมายกว้าง
สิริมงคล,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงความเชื่อ/คุณค่า
การบรรเลง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนดนตรี/การแสดง
แผ่นดิน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไป มีความหมายกว้าง
ชายแดน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุตำแหน่งพื้นที่ทั่วไป
สังสรรค์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงกิจกรรมเชิงสังคม/ความรู้สึก
ภาษา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่มีขอบเขตกว้างเกินไป
มีอายุ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุคุณลักษณะทั่วไป ไม่ชี้เฉพาะ
ศักดิ์สิทธิ์,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงความเชื่อ/คุณค่าทางจิตใจ
การแสดงพื้นเมือง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนาฏศิลป์
ก้อนหิน,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่มีความหมายกว้างและไม่เฉพาะเจาะจง
สำนึก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมเกี่ยวกับความคิดและความรู้สึก
ลงกา,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"ซ้ำซ้อนเชิงความหมายกับคำว่า ""กรุงลงกา"" ในชุดข้อมูล"
ชาวบ้าน,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุกลุ่มบุคคลทั่วไป
การเดินทาง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุกิจกรรมทั่วไป
ผู้เชี่ยวชาญ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุสถานะบุคคลทั่วไป
สวยงาม,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/ความคิดเห็น
เนื้อเรื่อง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานทั่วไปในงานวรรณกรรมและนาฏศิลป์
กิริยา,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปแสดงอาการ ไม่ระบุเฉพาะเจาะจง
ต้นแบบ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่หรือมาตรฐาน
ความเข้มแข็ง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณลักษณะเชิงนามธรรม
มนุษยชาติ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรมระดับกว้าง
แนวคิด,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงกระบวนการคิด
ความสัมพันธ์,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงสถานะเชิงนามธรรมระหว่างสิ่งของหรือบุคคล
ลีลา,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างที่ใช้เรียกท่วงท่าหรือรูปแบบ
ภูมิปัญญา,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรมเกี่ยวกับความรู้
จัดแสดง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กริยาพื้นฐานที่พบได้ทั่วไปในทุกการแสดง
ละคร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเรียกประเภทการแสดงที่กว้างและพบบ่อยเกินไป
บุรุษ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุเพศบุคคล
ประดุจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชื่อมแสดงการเปรียบเทียบเชิงวรรณศิลป์
ซุกซน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงลักษณะนิสัยหรืออารมณ์
ความหลากหลาย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมเชิงปริมาณและลักษณะ
วัฒนธรรม,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานหลักของโดเมน ไม่ช่วยจำแนกประเภทการแสดง
การแปร,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไปที่มีความหมายกว้าง
กระบวน,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปที่ใช้เรียกกลุ่มหรือลำดับ
พระคุณ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงคุณค่าทางจิตใจ
การแต่งกาย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพื้นฐานที่พบในทุกการแสดง
การร้อง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพื้นฐานที่พบในทุกการแสดง
ตัวละคร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพื้นฐานที่พบในทุกการแสดง
ชั้นใน,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุตำแหน่งหรือประเภททั่วไป
ความร่มเย็น,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงสภาวะทางจิตใจหรือสังคม
ผู้แสดง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานที่พบในทุกบริบทของนาฏศิลป์
กิริยาอาการ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างที่ใช้เรียกการเคลื่อนไหวทั่วไป
บัญชา,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไปในบริบทการสั่งการ
การดำเนินชีวิต,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมครอบคลุมกิจกรรมทั่วไป
ร่างกาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่มีขอบเขตกว้างเกินไป
พาหนะ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่กว้างๆ
ผู้ประดิษฐ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุบทบาททั่วไป ไม่ชี้เฉพาะบุคคล
ประเทศ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปเชิงภูมิศาสตร์
ผู้ชม,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุกลุ่มบุคคลทั่วไปในงานแสดง
อุปสรรค,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรม
ความงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),การประเมินค่าเชิงสุนทรียะ
นาฏศิลป์พื้นบ้าน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำหลักในโดเมนที่พบบ่อยจนขาดอำนาจจำแนก
ประกอบอาชีพ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"ซ้ำซ้อนกับคำว่า ""การประกอบอาชีพ"" ในชุดข้อมูล"
การประกอบอาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปเกี่ยวกับวิถีชีวิต
ร่มเย็น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),การประเมินค่าเชิงความรู้สึกหรือสภาวะ
ขั้นตอน,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุกระบวนการ มีความหมายกว้างเกินไป
อันหนึ่งอันเดียว,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงสภาวะความสามัคคี
ดำรงตำแหน่ง,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำกริยาทั่วไปที่อาจซ้ำซ้อนกับบริบทการระบุสถานะบุคคล
ประชากร,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้เรียกกลุ่มคน ไม่ชี้เฉพาะเจาะจง
เครื่องดนตรี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเรียกหมวดหมู่พื้นฐานในโดเมนศิลปะ
ประทับ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำกริยาราชาศัพท์ที่อาจซ้ำซ้อนกับบริบทการระบุที่อยู่หรือการนั่ง
ร้ายกาจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่า/คุณลักษณะตัวละคร
ความชำนาญ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงทักษะ
ภูมิภาค,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุขอบเขตพื้นที่กว้าง
โบราณ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำขยายเชิงกาลเวลาที่กว้างและเป็นนามธรรม
ชาวไทย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำระบุกลุ่มเป้าหมายหลักที่พบบ่อยเกินไปในโดเมนนี้
ความตาย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรมระดับสากล
ยุติธรรม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงคุณค่าและนามธรรม
กระบวนการ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำกลางที่ใช้ระบุขั้นตอนในหลายบริบท
ขอความช่วยเหลือ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำกริยาเชิงนามธรรมและสถานการณ์ทั่วไป
สังคีตศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำรวมของศิลปะการดนตรีซึ่งกว้างเกินไปในโดเมนนี้
ท่าทาง,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุลักษณะการเคลื่อนไหว
ความเพลิดเพลิน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกหรือคุณค่าทางอารมณ์
คืนหนึ่ง,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุเวลาทั่วไป ขาดความเฉพาะเจาะจงเชิงเนื้อหา
ลักษณะพิเศษ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"มีความหมายกว้างและซ้ำซ้อนกับคำว่า ""ลักษณะ"" ในเชิงโครงสร้างข้อมูล"
มาจาก,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาเชื่อมโยงทั่วไป ไม่ระบุอัตลักษณ์
กีฬา,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปที่เป็นหมวดหมู่กว้างเกินไป
ความจงรักภักดี,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำนามธรรมแสดงคุณค่าทางจิตใจ
การหลอมรวม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรม
โอกาส,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ได้ในทุกบริบท
พบปะ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำกริยาทั่วไป
มรดกวัฒนธรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำหลักในโดเมนที่พบบ่อยจนขาดอำนาจการจำแนก
นำเสนอ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำกริยาพื้นฐานในการแสดงและศิลปะ
เอาชนะ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำกริยาเชิงนามธรรม
กิริยาท่าทาง,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"มีความหมายซ้ำซ้อนกับคำว่า ""ท่ารำ"" หรือ ""ท่าทาง"" ในบริบทนาฏศิลป์"
กำเริบ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำแสดงอาการ/สภาวะเชิงนามธรรม
สัญลักษณ์,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เป็นหมวดหมู่กว้าง
อิทธิพล,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงนามธรรม
อุปกรณ์,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามทั่วไปที่ใช้ครอบคลุมสิ่งของหลายประเภท
พี่น้อง,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุความสัมพันธ์ทั่วไป
น้องชาย,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุความสัมพันธ์ทั่วไป
ประจำปี,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำขยายระบุช่วงเวลาทั่วไป
สมัยโบราณ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำระบุช่วงเวลาเชิงนามธรรมที่กว้างเกินไป
ลักษณะ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้ระบุคุณสมบัติ ไม่ชี้เฉพาะเจาะจง
สง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำประเมินค่าเชิงความรู้สึกและความงาม
หล่อหลอม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงกระบวนการรวมตัว
สวัสดิมงคล,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงความเชื่อและสิริมงคล
จารีตประเพณี,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนวัฒนธรรมที่พบบ่อยเกินไป
วัตถุประสงค์,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในโครงสร้างเนื้อหา ไม่ระบุอัตลักษณ์
ผลงาน,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกสิ่งที่สร้างขึ้น
ความสามัคคี,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมแสดงแนวคิดทางสังคม
ครั้งสุดท้าย,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำระบุลำดับเวลาทั่วไป
ความเป็นอยู่,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างๆ ที่ครอบคลุมวิถีชีวิตทั่วไป
คล่องแคล่ว,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงประเมินค่าลักษณะการแสดงออก
ประกาศ,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท ไม่ชี้เฉพาะเจาะจง
ความศรัทธา,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิด ความเชื่อ และคุณค่าทางจิตใจ
มรดก,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำเชิงนามธรรมที่แสดงคุณค่าของสิ่งที่สืบทอดมา
สถานที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไปที่ใช้เป็นหมวดหมู่กว้างเกินไป
พื้นที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ระบุขอบเขต ไม่ชี้เฉพาะเจาะจง
นวัตกรรม,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างที่ใช้ได้ในทุกอุตสาหกรรม
การดำรงชีวิต,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ครอบคลุมกิจกรรมพื้นฐานของมนุษย์
คำบอกเล่า,3,คำที่มีความหมายกว้าง (Umbrella Terms),รูปแบบการสื่อสารทั่วไปที่มีน้ำหนักทางความหมายต่ำ
